user_id,tweet_id,class,tweet_text_clean
user0030,dd5dfd3a9b88,anorexia,mañana empiezo otra vez!
user0031,2910abc4f79a,anorexia,12 hs sin comer anoreccia bulymia amarme
user0032,164d6705e9ba,control,"cuando la gente me pregunta, puedo tomar cocacola light? aquí tenéis la respuesta. insisto siempre en que desde que existen los alimentos light la obesidad en el mundo no ha hecho más que crecer. only"
user0033,60cfd8ee8884,control,que le pasa a tu cuerpo cuando no tomas agua carla diaz tv agua tea té adelgazar bebidas metabolismo deshidratacion hidratacion
user0034,3de6bc2832e4,control,un revuelto y un pedazo de tomate aliñado. si esque para cuidarse solo hay que quererlo. sevillahoy andalucíahoy muéveteporsevilla salud saludable nutriciondeportiva nutricion
user0035,05b0fc75186a,control,tonifica tu cuerpo sin tener que ir al gimnasio con la metodología sistemafitness y tus bandasderesistencia ejercicioencasa wod workouts
user0036,e844a586bb9e,control,!! le llenan de porqueria la cabeza a las chicas .. que es eso de ser princesas??? diosss mio terminenla
user0037,7cf97a25791a,anorexia,tienes todo para cambiar... que esperas? no te rinda la perfeccion no es dificil de alcanzar
user0038,11f3e8e99de9,control,"vamos!!!!!!! mi querido va genial!!!!! y lo llega genial, que orgullosa de ti!!!!!!eres un crack, no tires la toalla y para adelante. 5 kilos!!! yuju!!!!! este finde va a caer torrija doble por carnavales operacionguzman"
user0039,d804cdcbd426,anorexia,se vuelve automático el contar las calorías.
user0040,f0029cb232b4,control,hoy domingo os esperamos desde las 1000 de la mañana para empezar el día con un buen desayuno. también podéis reservar mesa para comer o cenar y disfrutar de nuestra carta o del menú fin de semana. 980 56 99 34 felizdomingo restaurantealabros zamora yum
user0041,6fc679ff6da6,control,"a todas aquellas personas que ya están de vacaciones, ¿por qué no se animan a hacer está mousse de cacao y avellanas? sirve tanto para desayunos, almuerzos y meriendas y, además de estar deliciosa, es saludable. receta completa"
user0042,44b2ffdbb950,anorexia,yuhuu! a acabo el día y he conseguido comer apenas mas de 200 calorías! d mañana a tope también. estarán orgullosas de mi en 2015
user0043,01f9b26b4c3b,control,pronto tendrás la app donde puedes encontrar y disfrutar de excelentes gimnasios en la ciudad que te encuentres para que sigas entrenando. . . wearesportigo gym entrenamiento gymvip deporte gimnasios motivacion disciplina
user0044,2dc5935fbd58,anorexia,"es placentero ver estas fotos, pero me resultaría más placer ser la de la foto. optimismo"
user0045,2b50628fc9ed,anorexia,am las necesito mas que nunca gorda asquerosa princesasam
user0046,d731eba38f6a,control,carlos ríos estará muy orgulloso de .
user0047,90d86231ed6a,control,el desayuno de mis compañeros ayer en xàbia! vivesaludable pesas cuidatusalud soysaludable fácil saludyvida mujeresvalientes mujeres mujeremprendedora
user0048,d7c1a67d15ff,anorexia,10 kilos 8 dias? ayuda
user0049,602a968fadba,control,ya me gustó andar presumiendo brazo no ese brazo! mi brazo bueno también el otro instagram gymtime gymlife food
user0050,4dcbc1d686fe,control,"6 se ha hablado de comer limpio, tca, bio, eco, superalimentos, precio... pero solo te quedas con . tú atribuyes todo esto a tu labor en realfooding es más, yo en el vídeo destaco la labor pedagógica y la coincidencia en 90 de los casos. no sé a qué viene tu molestia"
user0051,9a0cd99d6b8c,anorexia,no saber si comer y hacer cardio o no comer y seguir echada. hmmmm piensaquepiensa pensativa hashtag soy una vaga de verga
user0052,164592dc77bc,control,hoy es el día internacional del café. y desde doce confituras queremos felicitar a tod l cafeter diainternacionaldelcafe saludable seamosdetallistas
user0053,87987a4ecfdc,anorexia,y ahora también quiero vomitar.... skinny problems sadgirl
user0054,5a590076bdf2,control,"comida post entreno. porque la belleza a la hora de comer , también importa . . . posttraining elrincondeunachiari food comidadeverdad ing instafood"
user0055,783dc9416f5c,anorexia,solo deseo sentirme aceptada y hermosa quieroserdelgada
user0056,6da8210c9293,anorexia,"hay que vomitar maximo antes de una hora despues de cada comida, si pasa la hora aunque vomites te engordas anatips"
user0057,75833e125b7a,control,to el mundo es loco hasta que tiene a otro de frente mentepositivavalex2 fit addict model gym gymboy gymfit bodyfitness bodybuilding mensphysique mensphysiquepic mens diet
user0058,b40095d29b17,anorexia,me pregunto qué pasaría con mis amigos ? ojalá nos reuniríamos como antes extraño tener un peso aceptable por la sociedad !!
user0059,b555b513d670,anorexia,"no me avergüenza lo que hago, avergonzada deberías estar vos por cargar tanta grasa y creerte hermosa! meta perfección princesa"
user0060,864ff8bf7760,anorexia,quise investigar un poco sobre el tema y descubrí que así llaman a la anorexia y bulimia. hoy por curiosidad me he metido en instagram con el hashtag y esto es lo que me he encontrado
user0061,ca2c28c29dfa,anorexia,felicidad es que la ropa comience a quedarte grande. perfección
user0062,e2bc434b941d,control,¡gracias por todo tu valioso amor! ¡ feliz día del padre! . bodytonik velezmalaga diadelpadre 2019 axarquia fit en bodytonik fit
user0063,9973700e70fa,anorexia,el papel de estraza contiene fibra y te puede ayudar a disminuir el apetito al igual que hielo. consejo
user0064,22f5afa49e28,control,"de los 3 kilos que me propuse bajar para semana santa, ya solo me faltan 7. neverbackdown crosspig"
user0065,32d9d8c4a273,anorexia,quiero estar así. y no parare hasta lograrlo. thinspo delgada
user0066,54d286962cb7,control,que delicia es esto somosinmunes
user0067,c3f031c07368,anorexia,sólo quiero ser perfecta
user0068,88e09cf36566,anorexia,peso actual 66.7 estatura 1.73 peso meta 48.0 rexybill
user0069,da2f3f2dbef1,anorexia,haciendo lo q mas me destruye...
user0070,457fbde1da8f,anorexia,querían verse como las chicas de los anuncios y perdieron el control... testimonios anorexia bulimia
user0071,c804d52427a8,anorexia,necesito vomitar todo lo que me comi
user0072,56af843bb2e2,control,buen inicio de semana! por aquí un lunes veggie nutrición comelimpio comidasaludable heatlhyfood healthy perdergrasa
user0073,b782a27876b9,control,"guisado de sepia y gambas, como dicen mis hijos la vez que mejor. masendocrino sepia comidacasera comidasana dietamediterranea aove aceitedeoliva cooking cocinaespañola spainfood cooking hungry topfood foodporn foodlove instafood recetas en e"
user0074,a9ab63d07363,control,tucontratimismo equipo redkham listo para competir el día de mañana. los esperamos en el tec de monterrey campus morelia para que disfruten este gran evento. crossfit gym desarrollo fit cuerpo motivación entrenamiento fitfam fitfam g
user0075,7a982277fa63,control,momentos de felicidad tostada con aguacate chafado y salmón ahumado desayuno aguacate salmon saludable vidasana viernes
user0076,59744af8ba0a,control,¿alguien os ha dicho que no aceptamos pulpo como animal de compañía? ¡porque mentiría! gredos spain food foodie instafood vacaciones autumn otoño holidays disfrutando foodlover mountain naturaleza nature octopus aventura vacances lunchtime
user0077,ce0bdb33600e,anorexia,"yo digo que quiero bajar de peso pero no puedo, cuando en realidad es al revés, no quiero bajar de peso, sino que deseo bajar de peso, si en verdad quisiera, lo haría ana mia anorexia bulimia proana promia ed"
user0078,23d7ff218f4a,anorexia,"si quieres hacerlo, muévete. te apoyo, estoy contigo. proana anorexia anorektisk es tu cuerpo. nadie puede decirte qué hacer."
user0079,7644a6f2659c,anorexia,a retomar el buen camino. anorexia bulimia ortorexia princess rexybill perfection thinspo perfectbody fat gordadescarada ugly feas
user0080,2892c5b65c68,control,"ostras un día más sin comer pollitos, y vivito y coleando estoy, y por cierto, ellos también. última ración de las berenjenas rellenas de ragout de soja, canónigos y rúcula, zanahorias y restos de apio que circulaban por casa menjarsaludable veggie"
user0081,c8a1f709a092,anorexia,que ser una gorda asquerosa que nadie va a querer o una princesa flaca thinspo proana thinspiration thin
user0082,d20c5972444c,anorexia,en boca cerrada no entran kilos
user0083,e6a7b2991081,anorexia,quien lo llamo o un estilo d vida fueron los haterswannas?esto es un infierno q quisiera arrancarlo d mi
user0084,ac5e194bff0a,anorexia,siempre que me duele el estómago recuerdo la frases de carta de ana quejarse del dolor es como quejarse de mi amistad. rexybill
user0085,5ed02ddc7c50,anorexia,"acabo de volver de la psicóloga y mí mamá me quería comprar un helado, y no sabía cómo decirle que no quiero comer más, así que se lo acepte, y me quiero matar ana mia anorexia bulimia proana promia ed tca"
user0086,a25009c7112a,anorexia,las buenas princesas vomitamos después de comer.
user0087,a089aafa7a84,anorexia,"tomo agua y tomo agua, pero no me lleno... casi 2lts voy y tengo hambre ana mia anorexia proana promia"
user0088,a5852acecd28,anorexia,secretos no quieres tener pareja xq sientes q nunca vas a ser lo suficientemente bonita para q alguien te quiera de verdad
user0089,ec457687706a,control,las nueces destacan por la gran cantidad de nutrientes y beneficios que tienen para nuestra salud y hoy lo explicamos todo detalladamente nutricion ing felizmiércoles nueces healthy frutossecos saludable
user0090,c0abfc272b77,anorexia,la única manera de que se me noten los huesos... es que me hagas una radiografía ana mia anorexia proana promia
user0091,2e71881f391a,control,"somos lo que comemos!!! o eso dicen, pues ea, yo quiero mi culito como el melocotón, la misma forma!! tienemejorpintadeloqueesta estaacidocomolamadrequelopario perotengounhambrequedacalambre"
user0092,fcb1ff9a6c7f,anorexia,retodelapluma princesas a ver si se animan
user0093,a2281c8c3655,control,"ayer conseguí lo impensable. hace 2 años comencé la aventura de comer sano, pero no lo q dicen nutricionistas, sino q lowcarb. sola en esto, cometí errores, pero gracias al apoyo del lowcarbchile llegué a mi talla 40. no es magia!! es y con exámenes perfectos!"
user0094,0fd3790298e6,anorexia,"vale madres, compraron carnitas. voy a vomitar princesa"
user0095,05379e5a4e98,anorexia,el tamaño de mi frío no se compara con el tamaño de mis piernas thinspo thinspiration
user0096,6aa3c2de2c4b,control,estereotipos de belleza a través del tiempo trastornosalimenticios anorexia bulimia
user0097,487c75cef2b0,anorexia,ana y mia nuestras mejores amiga
user0098,901a4260c0d0,control,las dietas son una bobada!!
user0099,6b8344b86934,anorexia,"nunca llames a una chica gorda porque ella puede intentar cambiar vomitando dejando de comer ,hacer ejercicios compulsivo ,laxantes"
user0100,fc3905248ead,anorexia,desayune dos donas y tengo altas ganas de vomitar bueno creo que no me queda otra opcion que mandarme los dedos
user0101,be4196623198,anorexia,mi vida va a depender de ayunar y vomitar todo lo que tenga por obligación tenga que comer. analimia miaforever
user0102,75072bb97267,control,"oigan, tengo hambre ¿algún tip para la ansiedad y el hambre? tips yisusautsilio tuitserio preguntaseria"
user0103,0217e2942a66,control,"que mejor para un martes de entroido que un buen cocido . y además de que nos han invitado, nos han dado un par de tuppers que nos van a solucionar un par de cenas de la semana . . . . . . entroido cocido dietetian nutricionista er foodporn"
user0104,b1838a5022c2,anorexia,"no sabéis lo que daría por poder mirarme al espejo y no sentir asco,por no sentirme culpable cada vez que como anorexia bulimia"
user0105,491836014574,control,"parece que se aproximan mayores tasas de obesidad, con los problemas asociados que ello conlleva, porque no enseñamos a los niños a comer . es una triste noticia social para nuestra futura salud social."
user0106,0d60a81ddab8,anorexia,"asimismo, es una enfermedad bastante difícil... nadie la entiende hasta que no la vive dentro de si o cuando tienes un familiar o ser querido con esta enfermedad mental ."
user0107,55bf1812016a,anorexia,"no entiendo, voy a comer filete de pollo con ensalada y papa amarilla. es domingo de pizza, pero estoy en mi etapa"
user0108,75b7a40b2ca0,anorexia,"mi novio esta más delgado que yo, necesito adelgazar proana promia anorexia anorexiaeetclub eatingdisorder tca bulimia bulimicgirl bulimianervosa"
user0109,675645fb9d8e,anorexia,"jamás uno de saldrá , si lo haces sos una fuck enferma,pero si recuperas peso , te dicen gorda . decindase"
user0110,ab49b1c869b0,anorexia,peso de junio 39 kg. peso de julio 33 kg. peso actual 305 kg. meta...20 kg fat princess donteat cortes sangre
user0111,52b574b64ed1,anorexia,yo tengo la solución dejadecomer
user0112,29ade1522dd1,control,3 días sin comer ultraprocesados roasting veggies vía
user0113,069f9be9241d,control,"hoy varios grupos de estudiantes han asistido en nuestro mercado a los talleres a la compra y con salud, impartidos por la sociedad española de dietética y ciencias de la alimentación. mercadodelapaz mercadosdemadrid alimentacionsaludable comprasaludable comesano"
user0114,9c34252f29a0,control,no por hacer más ruido entrenas mejor. usa tu silencio y tu atención plena para mejorar los resultados de tu entrenamiento... respeta el trabajo de los demás! anytimefitness felizviernes felizfinde gymattitude fit gym workout mindfulness sport
user0115,885428112b02,anorexia,"recuerdo cuando sufría de eds, era un palito, suerte que conocí a demi lovato y me ayudó a salir adelante staystrong anorexic"
user0116,c2e6aea58331,anorexia,mañana me voy a pesar después de todas las navidades y creo que voy a estar diez días sin comer xd bulimia bulimianervosa bulimic bulimicgirl anorexia anorexiaeetclub anorexiarecovery anorexic proana promia gorda fat tca eatingdisorder
user0117,523bc9711a9f,control,"ya sabes que vas a comer este sabado con tus amigos? olvidate hace tu pedido en y disfruta, sushi sushi sushiargentina sushitime sushiroll sushiman sushimania sushitime comidasana comida comidasaludable comidafitness comidajaponesa"
user0118,db625ee7a4f6,anorexia,cumplír un objetivo a veces duele
user0119,58d8b995f371,anorexia,en menos de un mes me voy de vacaciones a la playa. odio no poder verme así... algun día.
user0120,e6a01d8922b7,anorexia,. testimonio dejé de ser una persona para convertirme en una esclava de la bulimia
user0121,12ad9df4a28b,control,"hay tantos yogures como tipos de personas, y con nuestra yogurtera podrás preparar el tipo de yogur que más encaja contigo. yogur comidasana food healthyfood"
user0122,dd1e90359a61,control,comenzamos este fin de semana de carnaval!!! el color inunda nuestras calles! déjate contagiar!!! caféágora leonesp burguer slowfood healthy menu gourmet copas cafe carnaval
user0123,360fe88a427d,anorexia,thinspo de noche de lunes.
user0124,9a8cbc32f56b,control,hoy para comer.... sopademiso estilo by soco realfooders cooking vegancousin
user0125,b58afdd13d59,control,me vas a invitar a ?
user0126,0e58db8af5f3,control,entrenamiento de puente lleno de energía positiva y buen jiujitsu. . . jiujitsu hunosjiujitsu mma jiujitsumexico jiujitsugdl hunosstyle bjj ufc sport martialarts
user0127,24603cb68216,control,...no os quiero enamorar pero voy a comer cocido ...cocidomadrileño
user0128,5f7625c6096b,anorexia,nuevo día. mismos sufrimientos. gorda medoyasco
user0129,b52142868f25,anorexia,si no existiera la dominación el canon de belleza no sería thinspo o pero socialmente las delgadas son las bellas.
user0130,79d1ab62d6ab,control,qué bueno tiene que estar!! sobrasada vegana. veganfood
user0131,a98713460c15,control,alimentación conoce la solanina y las xantinas de las fabas .
user0132,b6981303d45f,anorexia,"quien no ha pasado por eso, no sabe lo que es odiar cada gramos de tu cuerpo y cada celula de tu piel.."
user0133,daebe2c283a3,anorexia,estas un poco traumadito con el peso
user0134,ac60c123112c,anorexia,me sentía obligada a colgar fotos en las que aparecía delgada y tener muchos likes anorexia
user0135,218b455c36d8,anorexia,"lo sabía v 42, ahí voy ! tabladepeso"
user0136,5fb56a4437b6,control,"cena año nuevo 3 carnes, vacuno lomo, vacuno sobrecostilla, cerdo acompaña ensalada surtida con mayonesa hecha con aceite pepita de uva keto lchf lowcarb"
user0137,7fc67cc9204e,anorexia,"detrás de cada plato, bocado y mordisco se esconden discursos de no puedo, me siento sucia anorexia tca"
user0138,774910b9d0ce,control,"levántate cada mañana con un sueño que cumplir, y acuéstate cada noche con una historia que contar . . . . emprendedora motivacionfitness motivacion nutricionista nutricion perdidadegrasa woman mujer instagood"
user0139,d5e6c9937e52,control,"doble satisfacción, buen gusto y la confianza de saber que lo que comes, es sano. brownie de manzana y pasas. healthylifestyle healthypleasure healthyfood healthybreakfast"
user0140,94a02b65fe65,control,al mal tiempo un buen yogurt eatclean yogurth yogurt frutas perdergrasa comerlimpio saludable heatlhyfood healthy
user0141,24097a929a9f,control,quiso ser viral... y lo logro chica bread
user0142,0a071f8eabab,control,tengo unas deliciosas lentejas con verduras la mar de healthy y delicious haciendo chup chup al fuego. he puesto la receta haciendo el monger lo justo y preciso en mi stories en ig. ¿entrará mi receta en los cánones del este tan famoso?
user0143,a07c12d705dd,anorexia,ver la en la mierda que se a convertido la comunidad me dan ganas de llorar... por eso nadie nos toma enserio...
user0144,6e02ecda9665,control,acabamos un bonito día de trabajo con una agradable sesión con la gran ! mil gracias! lifestyle puravida autumn
user0145,71ac43375261,anorexia,como me gustaría tener el cuerpo de las chicas de victoria secrets. ana mia thinspo fat delgada ugly
user0146,a6a4585b54f9,anorexia,"tengo una duda, ojalá y puedan responderme, se baja más de peso ayunando o comiendo menos de 200cals al día? cuando como menos de 200 al día si bajo a diferencia de cuando ayuno. anaymiaforever thinspo proana anorexia"
user0147,386b062ea7e9,anorexia,"hoy comí como cerda, ah verdad que soy una cerda, no es algo repentino, solo lo soy y ya fat eatingdisorder gorda thinspo thinspiration proana"
user0148,21430b002e74,control,estamos pensando ponerle nombre a las llamadas pegatinasrealfooder algo más propio sin término en uso la idea es promover hábitos saludables en niños colecasa y no tan niños y dar un punto1 por cada día que coman os dejo elegir ¡gracias!
user0149,e3fbc47f23d2,anorexia,nunca se es demasiado flaca.
user0150,53626d39e46b,anorexia,12 horas sin comer! ¿donde esta mi premio? princesitamia ponganmeatencion soyunaadolescentecondepresion odiolavida help
user0151,7cd4e95f87c0,anorexia,me duele todo el cuerpo de tanto vomitar. esto de ser delgada y bonita sí cuesta
user0152,bde29ee15c2d,anorexia,"siento esa seguridad, esa que me dice que ahora si lo hare bien, no lo dudo. ana mia thisnpiration styleana"
user0153,411ce8406b65,control,comida... pero de verdad!!! todaslasmadres ¿¿¿mamá???
user0154,66f2b8d80e68,control,ejercicio de pierna y glúteo con adryvargas deporte deporteesvida deporteysalud coach lifestyle workout vidasaludable training entrenamiento workout visitandoando
user0155,35b0f7bb4379,anorexia,deberia dejar de ponerme en pedo porque siempre termino teniendo atracones la sobriedad es la solucion a la gordura ven atracon
user0156,b098ddc54d50,anorexia,no recuerdo cuando fue la ultima vez que me sentí bien al comer. comer sin culpa. no lo recuerdo. anorexia bulimia bulimic frases
user0157,ccf230f9a6b7,anorexia,"esa gente que por más que coma no engorda, no sabéis la suerte que tenéis, yo como un poco y parezco una vaca bulimicgirl bulimia bulimianervosa anorexia anorexic tca"
user0158,09e8a3bbe923,control,calor no te tenemos miedo . hidratate y consumi alimentos frescos eatfresh eatfruit laranja nutricion eatclean saludable healthy comerconciente
user0159,007862e79e1d,anorexia,ya extrañaba eso de no desayunar ni comer 3
user0160,345cfcd1c307,control,perseverancia trabajo éxito work gym motivation aseguirtrabajando todosepuede workout mykindofthursday en pilates studiofit abril de landa
user0161,9f089b3c6e43,anorexia,"me hice sopa e hice mucha para cuando tenga hambre solo tomaré sopa todas estás 2semanas hasta navidad, quemando 900kcal al díaana mia anorexia bulimia proana promia ed"
user0162,69b2fc65e29e,anorexia,"el tip hay que vomitar maximo antes de una hora despues de cada comida, si pasa la hora aunque vomites te engordas"
user0163,d480dc8f08fa,anorexia,odio tanto mi cuerpo miaana
user0164,67270ee27593,anorexia,diganme que no soy la unica a la que le da vergüenza salir a la calle
user0165,97512921400000004563832247451887722656476789244462312748754683812802367770412074474689125132514382315520,control,"cuando lo saludable y lo tentador se unen, dan lugar a cosas así nuestro pastel de limón eco cúrcuma con crema lemon curd. ¡ah, no tiene gluten ni lácteos ni levadura! ven a probarlo a antik. alimentaciónconsciente reposteríacasera glutenfree cuenca"
user0166,cac83ff1fffd,control,ser es lo de hoy entrenamiento pontefit gym bodybuilding motivacion
user0167,378016a20e55,control,basta ya de webs proana y promía. es urgente una regulación legal al respecto via
user0168,7b2c72bb324d,anorexia,llegare a ser perfecta!
user0169,d5ee039e3d22,control,"estofado de carne con tomate riquísimo para mojar pan, acompañar con pasta, arroz o puré. entra a la receta y ponte manos a la obra!!! estofado carne carnecontomate salsa cocina comida ing comidacasera"
user0170,cb4f95505141,control,¿sin tiempo para ir al gimnasio? ¡aquí la solución! topfitness qtoplife gym felizlunes
user0171,79c46fb71978,control,échale pa atrás que llego el jueves y el cuerpo lo sabe. me encanta ver esos pies igualitoscon calma pa que nos quede algo pa viernes! zumbatoday trainingstars
user0172,d741e9323930,anorexia,"gracias a la presión social y el estándar de belleza de las personas volveré a . se los agradezco profundamente,"
user0173,6c8e4191f87f,control,realfood o comida real ¿qué es? ing
user0174,0d967977f012,control,para que vean que también tengo mis minutos de fama . . . minutodefama nutricion nutricionista ejercicio girl
user0175,b9713c1922d1,anorexia,una subió un foto de un capuccino con chocotorta y pone desayunoo anorexia mia bulimia proana no puedo
user0176,dcafd9e12874,control,"cuando hay cambio, lo importante es que tú lo percibas, sin importar lo que los demás piensen, vean o digan... mimundo mybody casi fit girl perfect body"
user0177,a5076e1c2854,anorexia,"hoy comi no puedo ser ana, nadie me apoya, solo me ponen comida y comida, princesasanaymia anorexia"
user0178,116c6e7f8364,control,"el amor, es como la comida, si no es real no sale bien"
user0179,b03ba9e16a28,anorexia,"un té de, un par de galletas con queso y hasta mañana... qué pase la noche ana mia anorexia bulimia proana promia"
user0180,11b136ead8cc,control,fuedage otoño invierno moda de cuello alto de terciopelo vestido de mujer sexy bodycon mini split vestidos elegantes club party office vestido style beauty life bestoftheday
user0181,ae87aab98918,control,"no se trata de si fracasas, se trata de si eres capaz de levantarte calisthenics gym mexico fit motivación entrenamiento abs gimnasio love crossfit gymnastics music"
user0182,fb5168eeaee7,control,"en españa, un adulto consume 40 kilos de azúcar al año de media by"
user0183,d28b4fa64e73,anorexia,qué bonito sería despertar y tener el cuerpo que deseas...
user0184,17f1bbc0bde3,control,"los viernes, en centroaltao, estoy como en casa. aceptamos visitas!!! nutrición, dieta, comidasana, , salud, bienestar, dietista, nutricionista, soytsd en alcaudete, spain"
user0185,1f9b35458c4d,anorexia,chavas ¡por favor no tuiteen su asquerosa vida llena de laxantes y dietas estupidas para morir! de nada. mueran
user0186,09cacf963fe9,anorexia,aveces meda miedo seguir con esto
user0187,78e17eeec6fa,anorexia,esta báscula dice que sólo tengo unos kilos de más pero este vestido dice que estoy en obesidad mórbida losvestidosnomienten
user0188,83569c72609b,control,"incluye en tu alimentación diaria más frutas y verduras y menos granos refinados, grasas y azúcares. nutricion perderpeso adelgazar"
user0189,d7fe3cc68c29,anorexia,"espero pronto esté tan delgada que mis huesos sobresalten, y cuando lo logre estaré más que feliz thinspo"
user0190,dd43a87d3a12,anorexia,y seguiré avanzando para acabar con esta mierda o al menos tenerla controlada. anorexia proana promia
user0191,4f9772580b0a,control,dedicar diariamente tiempo para tu acondicionamiento físico puede resultarte en un cuerpo más sano y una mente más despierta. cellfood motivacion deporte ejercicio salud
user0192,20a34b9e84ba,anorexia,me llené con un café y una pepa
user0193,87dc11aba3e7,anorexia,miren el cuerpito que tiene quiero. thispo
user0194,7c72bdc0a6ae,control,ya no se conforman con atacar a las niñas y adolescentes.
user0195,c4b7ccf85e88,anorexia,"soy egoísta porque hago sufrir a la gente que me quiere, siendo el mas hijo e puta conmigo mismo proana promia coldprince thin"
user0196,e1742ee953b4,control,"judías verdes guisadas con pollo campero y cebolla en la olla rápida. ¿queréis un caldo de pollo y verduras para enriquecer otros platos? sólo tenéis que añadir más agua a la olla, y tendréis un caldo estupendo para varios días realfoo"
user0197,488183b37f6c,control,por supuesto que el cielo existe lunesintratable taquitos
user0198,cef25f1f2353,control,4 trucos para blanquear la ropa conocelos en nuestro facebook recetas mujer happy delicious beauty delicioso receta ropablanca jabon beneficios
user0199,fe52e5300f47,control,"rodéate de personas maravillosas, que te impulsan a seguir. es lo mejor que la vida te puede dar.. motivation aguascalientes cardio mexico performanceteam yosoykamakandgo"
user0200,6e5f62698c4e,anorexia,te verde con una cucharadita de canela... elimina la retencion de liquidos y aumenta el metabolismo. 3 tazas al dia! tips
user0201,0973f2fa3be7,anorexia,ser flaca por siempre wuwuwuwuu
user0202,5943b66bb54c,anorexia,baje un kilo! pero sigo pesando demasiado
user0203,d952e878cff0,control,te dejará sin palabras... ¿lo has probado ya? cerdo a la miel haz tu pedido aquí comida comidacasera
user0204,dc1e12fc7a53,control,ya los odiaba antes de leer en análisis....come please!
user0205,6454f02c8c10,control,"buenos días! hemos desayunado unas tostadas de pan de espelta, del preparado bio organic de . quién tiene en casa una panificadora, tiene un tesoro. felizmartes bio"
user0206,e74f23adcad2,control,en parcela 70 sabemos que te encanta probar comida nueva. ven y conoce la variedad de platillos con los que contamos. comidagourmet restaurant restaurante restaurantemexicano comidas valledeguadalupe viñedosmexicanos ensenadabajacalifornia bajacalifornia
user0207,85812698e2f5,anorexia,se acaba el año y lo único que he hecho ha sido engordar bulimia bulimianervosa bulomicgirl anorexia anorexic tca
user0208,1818f270dc09,anorexia,todo lo que he comido en 14 horas es una pastilla centrum y un electrolic princesa
